,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
831,871041683573679176,https://www.airbnb.com/rooms/871041683573679176,20241228025327,2024-12-28,city scrape,"Y4D, Room Near MIT/MGH/Harvard, 30 Days+","In-Room Amenities: desk, chair, lamp, mirror, hangers, and mini-fridge.<br /><br />- 10-min walk to MIT; <br />- 1-min direct T ride to Mass General Hospital;<br />- 9-min direct bus ride to Harvard main campus;<br />- 28-min direct T ride to Harvard Medical School and affiliated teaching hospitals in Longwood; and<br />- 7-min walk to shopping centers, Apple Store, Starbucks, supermarkets, pharmacies, restaurants, etc.<br /><br />Please note:<br />- Shared kitchen and bathrooms.",,https://a0.muscache.com/pictures/41dde785-0866-4067-a4b2-0418ade87979.jpg,229497500,https://www.airbnb.com/users/show/229497500,Yudong,2018-12-06,"Cambridge, MA",,within an hour,100.0,98%,f,https://a0.muscache.com/im/pictures/user/User/original/5d89210c-be5c-4681-aa77-5db6f2dac67b.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/5d89210c-be5c-4681-aa77-5db6f2dac67b.jpeg?aki_policy=profile_x_medium,Wellington-Harrington,33,42,"['email', 'phone']",t,t,,Wellington-Harrington,,42.37027,-71.08964,Private room in home,Private room,2,2.0,2 shared baths,1.0,1.0,"[""Paid parking on premises"", ""Wifi"", ""Bed linens"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Mini fridge"", ""Heating"", ""Bathtub"", ""Paid dryer \u2013 In building"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Portable fans"", ""Hot water"", ""Refrigerator"", ""Dedicated workspace"", ""Room-darkening shades"", ""Hangers"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Clothing storage"", ""Paid washer \u2013 In building"", ""Air conditioning"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Iron"", ""Hair dryer"", ""Kitchen""]",$45.00,30,365,7,30,365,365,29.0,365.0,,t,11,28,58,333,2024-12-28,8,3,1,2023-05-30,2024-12-02,4.75,4.75,4.88,4.88,5.0,4.88,4.88,,t,22,1,21,0,0.41
832,871115591144416347,https://www.airbnb.com/rooms/871115591144416347,20241228025327,2024-12-28,previous scrape,"3-min walk to subway, parking","*30+ day rental* Studio suite 3-minute walk to Red Line subway station and walking distance to Harvard Square. ***1 free parking spot included*** Enjoy the direct short train ride to Kendall Square, MIT, downtown Boston and other major destinations. Direct bus ride to Tufts. Steps to grocery stores, restaurants, theatre and great night scenes in Davis Square. Fresh linens and towels. 1 queen bed. 1 sofa bed. Updated bathroom. Coffee machine, WiFi. Shared deck.","We are a 3-minute walk to grocery stores, subway, hardware store, bookstore and many restaurants. Our neighborhood is located on a quiet street, while providing the convenience of being literally steps to the Red Line Porter Square train station. We are about 15-minute walk to Harvard (or 1 stop after walking directly to the subway station across the street). If you take the subway or bus, you can get to Harvard in less than 10 minutes. Red Line also takes you directly to downtown Boston.",https://a0.muscache.com/pictures/miso/Hosting-636741005392238939/original/47ab2e90-01d6-46ae-8aa5-cc4226884631.png,173354770,https://www.airbnb.com/users/show/173354770,Emily,2018-02-14,"Cambridge, MA","Hi I’m Emily, and I’m a professional property manager. Please don’t hesitate to contact me or my team anytime if you have questions. I would also love to share with you my recommendations for travel places and restaurants in the Greater Boston area. We look forward to meeting you and giving you a perfect stay! :)",within an hour,100.0,56%,f,https://a0.muscache.com/im/pictures/user/64ae3c14-cbf7-4c6f-a3b9-4065be5616c7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/64ae3c14-cbf7-4c6f-a3b9-4065be5616c7.jpg?aki_policy=profile_x_medium,North Cambridge,1,5,"['email', 'phone']",t,t,Neighborhood highlights,North Cambridge,,42.389881440440405,-71.12277996100747,Entire rental unit,Entire home/apt,1,,1 bath,,,"[""Long term stays allowed"", ""Mini fridge"", ""Free washer \u2013 In building"", ""Radiant heating"", ""Kitchenette"", ""Wifi"", ""Microwave"", ""Hot water"", ""Air conditioning"", ""Refrigerator"", ""Bed linens"", ""Smoke alarm"", ""Dedicated workspace"", ""TV"", ""Free dryer \u2013 In building"", ""Carbon monoxide alarm"", ""Free parking on premises""]",,30,365,30,30,365,365,30.0,365.0,,t,0,0,27,302,2024-12-28,1,1,0,2024-07-28,2024-07-28,4.0,4.0,4.0,5.0,5.0,5.0,3.0,,f,1,1,0,0,0.19
834,876003038613111572,https://www.airbnb.com/rooms/876003038613111572,20241228025327,2024-12-28,city scrape,Spacious 2-bedroom apt. in Cambridge,"Enjoy a stylish experience at this centrally-located place. 2-bedroom Accommodation at the Central Cambridge Location. 7 minutes walk to ""T""- Central Sq., 5 minutes walk to Charles river. Walking distance to Harvard, MIT, BU. Walk to Whole Food and Trader Joe's supermarket.  Glass sliding door leads to a cozy backyard.","7 minutes walk to ""T""- Central Sq., 5 minutes walk to Charles river. Walking distance to Harvard, MIT, BU. Walk to Whole Food and Trader Joe's supermarket. And walking distance to Walgreens and CVS.",https://a0.muscache.com/pictures/miso/Hosting-876003038613111572/original/0b970504-57c3-4b4a-b1c3-3971fdfacba2.jpeg,492835190,https://www.airbnb.com/users/show/492835190,Ivan,2022-12-26,,,within an hour,100.0,99%,f,https://a0.muscache.com/im/pictures/user/1e0bc1f8-f7d1-490b-b42e-8a4db52bb773.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1e0bc1f8-f7d1-490b-b42e-8a4db52bb773.jpg?aki_policy=profile_x_medium,Cambridgeport,17,18,"['email', 'phone']",t,t,Neighborhood highlights,Cambridgeport,,42.361980637865095,-71.11217418518727,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Essentials"", ""Wifi"", ""Self check-in"", ""Bed linens"", ""Freezer"", ""Window AC unit"", ""Lockbox"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Laundromat nearby"", ""Body soap"", ""Shower gel"", ""Dining table"", ""Wine glasses"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Toaster"", ""Clothing storage: closet, wardrobe, and dresser"", ""Portable fans"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Dedicated workspace"", ""Room-darkening shades"", ""Hangers"", ""Coffee maker"", ""Central heating"", ""Dishes and silverware"", ""Private entrance"", ""Shampoo"", ""Dishwasher"", ""Hot water kettle"", ""Long term stays allowed"", ""Gas stove"", ""Cooking basics"", ""Microwave"", ""Shared backyard"", ""Iron"", ""Hair dryer"", ""Kitchen""]",$175.00,30,365,2,30,1125,1125,27.1,1125.0,,t,29,59,82,263,2024-12-28,53,21,0,2023-05-01,2024-11-16,4.7,4.72,4.47,4.92,4.92,4.6,4.58,C0422010491,t,8,8,0,0,2.62
836,877095135477780338,https://www.airbnb.com/rooms/877095135477780338,20241228025327,2024-12-28,city scrape,"P14, Cozy Room Near MIT/MGH/Harvard, 30 Days+","Enjoy easy access to everything from this perfectly located home: <br />- 10-min walk to MIT; <br />- 1-min direct T ride to Mass General Hospital;<br />- 9-min direct bus ride to Harvard main campus;<br />- 28-min direct T ride to Harvard Medical School and affiliated teaching hospitals in Longwood; and<br />- 7-min walk to shopping centers, Apple Store, Starbucks, supermarkets, pharmacies, restaurants, etc.<br /><br />Please note:<br />- Shared kitchen and bathrooms.",,https://a0.muscache.com/pictures/81a61758-2fb2-4a0f-ae4c-6cc4616ef663.jpg,229497500,https://www.airbnb.com/users/show/229497500,Yudong,2018-12-06,"Cambridge, MA",,within an hour,100.0,98%,f,https://a0.muscache.com/im/pictures/user/User/original/5d89210c-be5c-4681-aa77-5db6f2dac67b.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/5d89210c-be5c-4681-aa77-5db6f2dac67b.jpeg?aki_policy=profile_x_medium,Wellington-Harrington,33,42,"['email', 'phone']",t,t,,East Cambridge,,42.3685,-71.08232,Private room in home,Private room,1,3.0,3 baths,1.0,1.0,"[""Wifi"", ""Bed linens"", ""Freezer"", ""Window AC unit"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Heating"", ""Stove"", ""Bathtub"", ""Dining table"", ""Paid dryer \u2013 In building"", ""Smoke alarm"", ""Backyard - Fully fenced"", ""Luggage dropoff allowed"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Dedicated workspace"", ""Hangers"", ""Dishes and silverware"", ""Lock on bedroom door"", ""Hot water kettle"", ""Long term stays allowed"", ""Clothing storage"", ""Microwave"", ""Paid washer \u2013 In building"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Iron"", ""Hair dryer"", ""Kitchen""]",$44.00,30,365,6,30,365,365,29.7,365.0,,t,6,6,15,254,2024-12-28,4,2,0,2023-09-09,2024-04-03,4.75,5.0,4.5,5.0,5.0,5.0,4.5,,t,22,1,21,0,0.25
837,879943149311390458,https://www.airbnb.com/rooms/879943149311390458,20241228025327,2024-12-28,city scrape,Budget room in Cambridge,"clean and tidy space, easy access to essential amenities like bathroom and kitchen facilities, privacy, good natural lighting",,https://a0.muscache.com/pictures/b31119cb-92a7-43aa-8c98-13ae48c83f82.jpg,201911026,https://www.airbnb.com/users/show/201911026,Gokhan,2018-07-12,"Cambridge, MA","My family lives in Germany Berlin for over 30 years , I usually visit them , it’s been 10 years I live in Cambridge. I m a mechanical engineer .",within an hour,100.0,100%,f,https://a0.muscache.com/im/pictures/user/User-201911026/original/4f09c452-f7c4-4961-88a3-2ea6fd3a0f5b.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-201911026/original/4f09c452-f7c4-4961-88a3-2ea6fd3a0f5b.jpeg?aki_policy=profile_x_medium,Wellington-Harrington,6,6,"['email', 'phone']",t,t,,The Port,,42.37036824414339,-71.09752015039251,Private room in home,Private room,2,1.5,1.5 baths,1.0,2.0,"[""Essentials"", ""Wifi"", ""Self check-in"", ""Bed linens"", ""Freezer"", ""Carbon monoxide alarm"", ""General electric  refrigerator"", ""Heating"", ""Shower gel"", ""Dining table"", ""Smoke alarm"", ""Keypad"", ""Toaster"", ""Dedicated workspace"", ""Lock on bedroom door"", ""Hot water kettle"", ""Long term stays allowed"", ""Microwave"", ""Air conditioning"", ""Fire extinguisher"", ""TV"", ""Pantene  shampoo"", ""Iron"", ""Hair dryer""]",$47.00,1,365,1,1,365,365,1.0,365.0,,t,7,19,49,129,2024-12-28,122,77,0,2023-05-09,2024-11-20,4.66,4.77,4.66,4.9,4.88,4.81,4.61,,t,5,0,5,0,6.1
838,881045570088782224,https://www.airbnb.com/rooms/881045570088782224,20241228025327,2024-12-28,city scrape,Art boutique 1-BR apt “Geometry of Emotions”,Exclusive brand-new luxurious apartment with a custom artistic high-tech design. The interior is decorated with original artworks from collection “Geometry of Emotions” by worldwide renowned artists Nicholas Shaplyko and Ekaterina Sorokina co-founders of “Museum of Modern Renaissance”. <br />Each color creates a certain vibration affecting the human biofield. Specially selected combinations of colors are designed to bring the inner environment of this apartment into harmony and healthy well-being.,"Excellent location: 6-minutes' walk to T-station ""Lechmere"", 12 minutes walking to T-station ""Kendall/MIT"", walking distance to MIT, to Twin city Plaza and to Cambridgeside Mall.<br />30 minutes walking to Mass General Hospital (MGH)",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6ODgxMDQ1NTcwMDg4NzgyMjI0/original/8bf007f0-740b-41c4-bae7-b6d017e9f314.jpeg,492835190,https://www.airbnb.com/users/show/492835190,Ivan,2022-12-26,,,within an hour,100.0,99%,f,https://a0.muscache.com/im/pictures/user/1e0bc1f8-f7d1-490b-b42e-8a4db52bb773.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1e0bc1f8-f7d1-490b-b42e-8a4db52bb773.jpg?aki_policy=profile_x_medium,Cambridgeport,17,18,"['email', 'phone']",t,t,Neighborhood highlights,East Cambridge,,42.36773,-71.08033,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Essentials"", ""Wifi"", ""Free street parking"", ""Self check-in"", ""Bed linens"", ""Freezer"", ""Clothing storage: closet and wardrobe"", ""Lockbox"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Hair dryer"", ""Paid washer"", ""Body soap"", ""Shower gel"", ""Dining table"", ""Paid dryer \u2013 In building"", ""Wine glasses"", ""Smoke alarm"", ""Free parking on premises"", ""Luggage dropoff allowed"", ""Induction stove"", ""Toaster"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Dedicated workspace"", ""Room-darkening shades"", ""Hangers"", ""Coffee maker"", ""Central heating"", ""Dishes and silverware"", ""Shampoo"", ""Dishwasher"", ""Hot water kettle"", ""Long term stays allowed"", ""Cooking basics"", ""Microwave"", ""Air conditioning"", ""Shared backyard"", ""Mosquito net"", ""Kitchen""]",$165.00,29,365,2,29,1125,1125,26.2,1125.0,,t,28,29,29,260,2024-12-28,37,18,1,2023-05-25,2024-12-13,4.54,4.81,4.57,4.89,4.89,4.81,4.41,,t,8,8,0,0,1.9
839,881080600879979804,https://www.airbnb.com/rooms/881080600879979804,20241228025327,2024-12-28,city scrape,"P13, Cozy Room Near MIT/MGH/Harvard, 30 Days+","Enjoy easy access to everything from this perfectly located home: <br />- 10-min walk to MIT; <br />- 1-min direct T ride to Mass General Hospital;<br />- 9-min direct bus ride to Harvard main campus;<br />- 28-min direct T ride to Harvard Medical School and affiliated teaching hospitals in Longwood; and<br />- 7-min walk to shopping centers, Apple Store, Starbucks, supermarkets, pharmacies, restaurants, etc.<br /><br />Please note:<br />- Shared kitchen and bathrooms.",,https://a0.muscache.com/pictures/9d9fdfef-4068-48b0-8d4d-c6ff5685adfb.jpg,229497500,https://www.airbnb.com/users/show/229497500,Yudong,2018-12-06,"Cambridge, MA",,within an hour,100.0,98%,f,https://a0.muscache.com/im/pictures/user/User/original/5d89210c-be5c-4681-aa77-5db6f2dac67b.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/5d89210c-be5c-4681-aa77-5db6f2dac67b.jpeg?aki_policy=profile_x_medium,Wellington-Harrington,33,42,"['email', 'phone']",t,t,,East Cambridge,,42.36851055855416,-71.08383824975019,Private room in home,Private room,1,1.0,1 bath,1.0,1.0,"[""Essentials"", ""Wifi"", ""Bed linens"", ""Freezer"", ""Window AC unit"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Stove"", ""Bathtub"", ""Dining table"", ""Paid dryer \u2013 In building"", ""Smoke alarm"", ""Backyard - Fully fenced"", ""Luggage dropoff allowed"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Dedicated workspace"", ""Room-darkening shades"", ""Hangers"", ""Central heating"", ""Dishes and silverware"", ""Lock on bedroom door"", ""Hot water kettle"", ""Long term stays allowed"", ""Clothing storage"", ""Microwave"", ""Paid washer \u2013 In building"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Iron"", ""Hair dryer"", ""Kitchen""]",$56.00,30,365,7,30,365,365,29.8,365.0,,t,26,56,86,361,2024-12-28,4,2,0,2023-07-22,2024-09-01,4.25,4.5,4.75,4.75,4.75,4.75,4.0,,t,22,1,21,0,0.23
840,882672879585545934,https://www.airbnb.com/rooms/882672879585545934,20241228025327,2024-12-28,previous scrape,Riverside Hotel Near Fenway Park – 10 Min Drive,"You’ll be at the heart of Cambridge with stunning Charles River vistas, immersed in culture with MIT and Harvard nearby, steps from Inman Square’s shops, and a short walk to Faneuil Hall and Boston's top attractions.","Museum of Science, Boston - 0.2 miles; <br />Boston Common & Public Garden, Boston - 0.9 miles; <br />Boston Children's Museum, Boston - 1 miles; <br />Bunker Hill Monument & Museum, Charlestown - 1 miles; <br />Old North Church, Boston - 1 miles; <br />USS Constitution Museum, Charlestown - 1 miles; <br />Boston Public Library, Boston - 1 miles; <br />Boston Symphony Hall, Boston - 1 miles; <br />LEGOLAND Discovery Center Boston, Somerville - 1 miles; <br />Fogg Art Museum, Cambridge - 2 miles; <br />Museum of Fine Arts, Boston - 2 miles; <br />Harvard University, Cambridge - 2 miles; <br />Tufts University, Boston - 3 miles; <br />Zoo New England, Stoneham - 6 miles; <br />Lexington National Historical Site, Lexington - 7 miles; <br />Adams National Historical Park, Quincy - 8 miles; <br />Buckman Revolutionary War Tavern, Lexington - 9 miles; <br />Logan International Airport (BOS), Boston - 2 miles.",https://a0.muscache.com/pictures/prohost-api/Hosting-882672879585545934/original/244235bd-38c4-4b83-9ec6-b532488af07f.jpeg,501999514,https://www.airbnb.com/users/show/501999514,RoomPicks,2023-02-20,,,within an hour,98.0,98%,f,https://a0.muscache.com/im/pictures/user/b3450012-4b09-455a-a3e2-88f517994f55.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b3450012-4b09-455a-a3e2-88f517994f55.jpg?aki_policy=profile_x_medium,Central Business District,2893,4508,"['email', 'phone']",t,t,Neighborhood highlights,East Cambridge,,42.36671,-71.07489,Room in hotel,Hotel room,2,,1 bath,1.0,,"[""Paid parking on premises"", ""Essentials"", ""Wifi"", ""Building staff"", ""Self check-in"", ""Bed linens"", ""Carbon monoxide alarm"", ""Heating"", ""Pets allowed"", ""Smoke alarm"", ""First aid kit"", ""Refrigerator"", ""Dedicated workspace"", ""Hangers"", ""Coffee maker"", ""Shampoo"", ""Patio or balcony"", ""Extra pillows and blankets"", ""Microwave"", ""Air conditioning"", ""Fire extinguisher"", ""TV"", ""Iron"", ""Hair dryer""]",,1,1125,1,4,1,1125,1.4,580.2,,t,0,0,0,0,2024-12-28,9,9,2,2024-01-19,2024-12-01,5.0,4.5,4.5,4.5,5.0,5.0,5.0,C0015760490,t,28,0,0,0,0.78
842,884085118462269211,https://www.airbnb.com/rooms/884085118462269211,20241228025327,2024-12-28,city scrape,"Great, Quiet Queen Bedroom","This location is near East Cambridge. And is walking distance to grocery stores, shops, eateries, and public transit options. It is an excellent location to enjoy the city from.<br /><br />The bedroom has a lock on it for privacy.<br /><br />The kitchen and bathroom are shared. And are cleaned every few days if the other bedroom is occupied by another guest.",,https://a0.muscache.com/pictures/miso/Hosting-884085118462269211/original/378ff8f3-4b85-4863-b9f2-c0bd94d6324f.jpeg,43450256,https://www.airbnb.com/users/show/43450256,Steve,2015-09-05,"Cambridge, MA",,within an hour,88.0,59%,f,https://a0.muscache.com/im/users/43450256/profile_pic/1441495503/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/43450256/profile_pic/1441495503/original.jpg?aki_policy=profile_x_medium,Cambridge,124,180,"['email', 'phone']",t,t,,East Cambridge,,42.37225021329599,-71.08596889785468,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Essentials"", ""Wifi"", ""Free washer"", ""Bed linens"", ""Freezer"", ""Window AC unit"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Heating"", ""Stove"", ""Shower gel"", ""Dining table"", ""Wine glasses"", ""Smoke alarm"", ""Baking sheet"", ""Toaster"", ""Cleaning available during stay"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Dedicated workspace"", ""Hangers"", ""Coffee maker"", ""Free dryer"", ""Dishes and silverware"", ""Shampoo"", ""Lock on bedroom door"", ""Dishwasher"", ""Hot water kettle"", ""Long term stays allowed"", ""Clothing storage"", ""Microwave"", ""TV"", ""Iron"", ""Hair dryer"", ""Kitchen""]",$24.00,15,365,15,15,365,365,15.0,365.0,,t,28,58,88,88,2024-12-28,0,0,0,,,,,,,,,,,f,61,30,31,0,
844,886137842431866888,https://www.airbnb.com/rooms/886137842431866888,20241228025327,2024-12-28,previous scrape,Sunny Third Floor Treetops,"Centrally-located along the Red Line, 7 minutes from Porter, 20 from Harvard, this peaceful apartment is a perfect place for visiting scholars, offering easy shopping, near transportation, overlooking a park in a quiet and friendly triple decker. Laundry in the basement. Quiet neighbors. Absolutely NO smoking.  Off-street parking and weekly cleaning optional.",,https://a0.muscache.com/pictures/miso/Hosting-886137842431866888/original/6bcd69b6-12d7-4961-9c8f-351341c48cdf.jpeg,513277312,https://www.airbnb.com/users/show/513277312,Carol,2023-05-05,,,within a few hours,100.0,100%,f,https://a0.muscache.com/im/pictures/user/16d1af52-cda7-490c-985e-4ff2f500b770.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/16d1af52-cda7-490c-985e-4ff2f500b770.jpg?aki_policy=profile_x_medium,Neighborhood Nine,1,1,"['email', 'phone']",t,t,,Neighborhood Nine,,42.38790945286744,-71.1293609880553,Entire rental unit,Entire home/apt,3,,1 bath,2.0,,"[""Paid parking on premises"", ""Wifi"", ""Air conditioning"", ""Fire extinguisher"", ""Smoke alarm"", ""Dedicated workspace"", ""TV"", ""Carbon monoxide alarm"", ""First aid kit"", ""Kitchen""]",,31,90,31,31,90,90,31.0,90.0,,t,27,56,81,330,2024-12-28,3,0,0,2023-07-04,2023-11-17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,CO145098784,f,1,1,0,0,0.17
846,893934055890562849,https://www.airbnb.com/rooms/893934055890562849,20241228025327,2024-12-28,city scrape,Functional Private Room #1299 B,"This 129 square footage room on Boston's Central Square (Cambridge) is <br />   a spacious, lovely and clean room in a 3-bedroom apartment which is <br />   currently furnished, but it can be unfurnished for an additional fee.",Metro - 10 min,https://a0.muscache.com/pictures/prohost-api/Hosting-893934055890562849/original/449c4e3e-bca4-4849-9976-7bcf9e89247d.jpeg,297860058,https://www.airbnb.com/users/show/297860058,Sophia,2019-09-25,,"Ready, set, rent! Discover a rental experience customized to your exact needs: choose to rent furnished or unfurnished, with roommates or alone, and for one month or longer - we’re flexible. With June, you can find your next apartment quickly and affordably, bypassing hidden costs and broker fees. Once you’re a resident, we’re there to ensure your rental experience is as easy and simple as possible. Enjoy access to 24-hour support, household essentials delivered, and monthly cleanings if you’re in a shared home. Welcome to the easiest rental experience of your life.",within a few hours,100.0,95%,f,https://a0.muscache.com/im/pictures/user/User-297860058/original/b7f7c560-7033-4480-9dee-fa05a5ee4205.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-297860058/original/b7f7c560-7033-4480-9dee-fa05a5ee4205.png?aki_policy=profile_x_medium,Fenway/Kenmore,174,1580,"['email', 'phone']",t,t,Neighborhood highlights,Wellington-Harrington,,42.36979648359393,-71.09097163843568,Private room in rental unit,Private room,1,0.0,0 shared baths,3.0,1.0,"[""Heating"", ""Wifi"", ""Cooking basics"", ""Microwave"", ""Free street parking"", ""Hot water"", ""Self check-in"", ""Oven"", ""Smoke alarm"", ""Dedicated workspace"", ""Lockbox"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Dishwasher""]",$58.00,91,365,91,91,365,365,91.0,365.0,,t,28,58,88,363,2024-12-28,0,0,0,,,,,,,,,,,f,16,0,16,0,
848,899055640620536833,https://www.airbnb.com/rooms/899055640620536833,20241228025327,2024-12-28,city scrape,"Blueground | E Cambridge, gym & w/d, nr green line","Discover the best of Cambridge, with this two bedroom apartment in East Cambridge. . It’ll be easy to simply show up and start living in this modernly Blueground furnished apartment with its fully-equipped kitchen, pretty living room, and our dedicated, on-the-ground support. (ID #BOS876)","This furnished rental is located in East Cambridge, a European-style neighborhood in Boston, that a diverse group of families and professionals call home. Being just a few T stops away from downtown, it is a prime location to live. With MIT and Kendall Square bordering the neighborhood as well as the exciting new Northpoint area, it represents the best of Boston and Cambridge. Be it through the local art scene, university presence, exciting employment centers, new high rises or access to the Charles River, this neighborhood has it all. This intellectual hotspot is also known for promoting ‘green living’ and this is one of the reasons why Charles River is one of America's cleanest urban rivers.",https://a0.muscache.com/pictures/prohost-api/Hosting-899055640620536833/original/82d79e27-05aa-4cc8-a755-b05609656965.jpeg,107434423,https://www.airbnb.com/users/show/107434423,Blueground,2016-12-16,"New York, NY","We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.",within an hour,100.0,97%,f,https://a0.muscache.com/im/pictures/user/d0ad9599-6fc0-4be6-865e-ffe99142517c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d0ad9599-6fc0-4be6-865e-ffe99142517c.jpg?aki_policy=profile_x_medium,Cambridge,4875,5131,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,East Cambridge,,42.370595,-71.074224,Entire rental unit,Entire home/apt,2,2.0,2 baths,2.0,2.0,"[""Paid parking on premises"", ""Essentials"", ""Self check-in"", ""Elevator"", ""Bed linens"", ""Lockbox"", ""Carbon monoxide alarm"", ""High chair"", ""BBQ grill"", ""Heating"", ""Pets allowed"", ""Washer \u2013\u00a0In unit"", ""Smoke alarm"", ""Dryer \u2013\u00a0In unit"", ""Gym"", ""Fast wifi \u2013 181 Mbps"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Hangers"", ""Crib"", ""Coffee maker"", ""Private entrance"", ""Shampoo"", ""Patio or balcony"", ""Dishwasher"", ""Long term stays allowed"", ""Cooking basics"", ""Microwave"", ""Air conditioning"", ""TV"", ""Iron"", ""Pool"", ""Hair dryer"", ""Kitchen""]",$211.00,32,1125,31,334,1125,1125,39.9,1125.0,,t,0,0,5,280,2024-12-28,0,0,0,,,,,,,,,,,t,165,165,0,0,
